"Albert_Finney_plays_Poirot.jpg","11191","369","270","8","BITMAP","image","jpeg","Reduce size of non-free image ([[WP:BOT|BOT]] - [[User:Theo's Little Bot/disable/resizer|disable]])","17911900","Theo's Little Bot","20131122060342","fq9kirqt0qw8vbsn6by7yd49vsfl3za","0"
"Amber_DRPG.jpg","17962","281","368","8","BITMAP","image","jpeg","Cover of [[Amber Diceless Roleplaying Game]], ISBN 1-880494-0-00\
\
Artwork by [[Stephen Hickman]]","163840","Percy Snoodle","20060129221609","jl4xzgco5aj3j1huhqqwa5p5xk2r3rq","0"
"Angus_Council_(coat_of_arms).png","25243","176","250","8","BITMAP","image","png","[[Coat of arms]] of [[Angus]] Council. These arms were originally granted to Angus County Council on [[May 4]], [[1927]]. On [[November 27]], [[1975]] they were regranted to Angus District Council, and on [[March 14]], [[1996]] they rematriculated as the ","638613","Lozleader","20070111204145","4duzics80fegpv41fgtjl368xtdk6gz","0"
"Anyone_Can_Whistle_CD_Cover.png","285595","475","471","8","BITMAP","image","png","{{Information|\
|Description = Original Broadway Cast Recoding CD Cover\
|Source = [[http://www.amazon.com|Amazon.com]]\
|Date = released 1964, taken from Amazon June 25, 2005\
|Author = Columbia Broadway Soundtracks\
|Permission = Short quote of the permissio","369536","Omtay38","20060625080345","cxiwuuwfwwdz8wo4bjrgvaye0rti0yw","0"
"1st_Saarc_summit.jpg","35289","619","250","8","BITMAP","image","jpeg","Uploading a non-free work, as object of commentary using [[Wikipedia:File_Upload_Wizard|File Upload Wizard]]","25091430","Vanished user ija0qfr2o3ijfi 4i4tijwci823irnf","20151213180221","fan3o0e7u8p98sw3t1ym78x9e20m49j","0"
"AnInlandVoyageBarge.jpg","30095","868","558","8","BITMAP","image","jpeg","{{PD-art}}\
\
Photo from an early (first?) edition of ''[[An Inland Voyage]]'' (1878) by [[Robert Louis Stevenson]]. Scanned by and from a copy located at [[University of Virginia]], [http://etext.lib.virginia.edu/toc/modeng/public/SteInla.html]\
\
Image Sour","87883","Stbalbach","20060210035351","eyes96vd2wmdj6z23l66h1vquwhq8eg","0"
"A_coloured_voting_box.svg","11113","160","160","0","DRAWING","image","svg+xml","{{Keep local high-risk|reason=it is one of the 100 most-used files on the English Wikipedia}}\
\
==License==\
:''(Automatically detected from file categories on Commons at ~~~~~)''\
{{GFDL|migration=relicense}}\
{{cc-by-sa-2.5,2.0,1.0}}\
","301903","Anomie","20111003035604","9sx0wx41bm5p2oc6i6bd0a9jjia4lji","0"
"2006_Austria_25_Euro_European_Satellite_Navigation_back.jpg","59522","220","224","8","BITMAP","image","jpeg","{{Non-free use rationale\
|Article=Euro gold and silver commemorative coins\
|Description=2002_Austria_Renaissance_Ferdinand_I_front.jpg\
|Source=http://austrian-mint.at\
|Portion=All\
|Low_resolution=No\
|Purpose=Currency picture\
|Replaceability=No\
|other_info","4503907","Miguel.mateo","20080305033607","bwv21evzia4dp9p4na69711kxzh7ppz","0"
"2009-2012AFCS-UniformCombinations-JAX.PNG","89363","497","189","8","BITMAP","image","png","== Summary ==\
{{Non-free use rationale\
|Article=Jacksonville Jaguars\
|Description=Sports uniform of the Jacksonville Jaguars. Trademark of the NFL Players Association.\
|Source=This image was derived entirely from [[:File:AFCS-Uniform-JAX.PNG]]. Origina...","6895035","Richmond96","20130430224857","a4scltag6ranqdq1z14de8ghf3rvjcd","0"
"AFCS-1995-1996-Uniform-JAX.PNG","17240","420","463","8","BITMAP","image","png","","713965","Pats1","20090324235318","4n080txosgjasjlh1owamx0qnmghb8w","0"
