"42","Redirects_from_misspellings","2006-02-11 17:19:58","","uca-default-u-kn","page"
"42","Redirects_from_moves","2014-03-07 00:34:01","","uca-default-u-kn","page"
"42","Redirects_with_old_history","2007-04-20 00:12:15","","uca-default-u-kn","page"
"42","Unprintworthy_redirects","2006-02-11 17:19:58","","uca-default-u-kn","page"
"759","Redirects_with_old_history","2007-12-22 12:01:46","","uca-default-u-kn","page"
"759","Unprintworthy_redirects","2007-12-22 12:01:46","","uca-default-u-kn","page"
"775","Algorithms","2015-10-21 20:58:12"," ","uca-default-u-kn","page"
"775","Articles_containing_Persian-language_text","2016-01-13 18:01:43","","uca-default-u-kn","page"
"775","Articles_including_recorded_pronunciations","2016-04-25 13:22:48","","uca-default-u-kn","page"
"775","Articles_with_DMOZ_links","2016-01-13 18:01:43","","uca-default-u-kn","page"
"775","Articles_with_example_pseudocode","2015-10-21 20:58:12","","uca-default-u-kn","page"
"775","Mathematical_logic","2015-12-14 22:11:58","","uca-default-u-kn","page"
"775","Pages_using_ISBN_magic_links","2016-11-12 05:49:15","","uca-default-u-kn","page"
"775","Theoretical_computer_science","2015-02-25 16:23:05","","uca-default-u-kn","page"
"775","Use_mdy_dates_from_June_2013","2016-09-19 10:56:55","","uca-default-u-kn","page"
"775","Wikipedia_articles_with_BNF_identifiers","2015-11-26 20:46:49","","uca-default-u-kn","page"
"775","Wikipedia_articles_with_GND_identifiers","2015-06-22 12:54:32","","uca-default-u-kn","page"
"775","Wikipedia_articles_with_LCCN_identifiers","2015-11-26 20:46:49","","uca-default-u-kn","page"
"820","Redirects_with_old_history","2007-12-22 12:03:12","","uca-default-u-kn","page"
"820","Unprintworthy_redirects","2007-12-22 12:03:12","","uca-default-u-kn","page"
"903","Agricultural_land","2014-03-21 06:24:31","Arable Land","uca-default-u-kn","page"
"903","All_articles_needing_additional_references","2014-03-21 06:24:31","Arable Land","uca-default-u-kn","page"
"903","Articles_needing_additional_references_from_February_2014","2015-09-21 19:46:38","Arable Land","uca-default-u-kn","page"
"903","Use_dmy_dates_from_July_2012","2016-08-27 16:07:51","Arable Land","uca-default-u-kn","page"
"903","Wikipedia_articles_with_GND_identifiers","2016-10-17 00:45:46","Arable Land","uca-default-u-kn","page"
"1000","All_articles_containing_potentially_dated_statements","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","All_articles_needing_additional_references","2016-12-06 14:13:33","Poirot, Hercule","uca-default-u-kn","page"
"1000","All_articles_with_unsourced_statements","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_containing_potentially_dated_statements_from_2015","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_needing_additional_references_from_December_2016","2016-12-06 14:13:33","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_using_Infobox_character_with_multiple_unlabeled_fields","2015-05-20 19:14:47","2Hercule Poirot","uca-default-u-kn","page"
"1000","Articles_with_Project_Gutenberg_links","2016-07-20 01:28:01","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_with_trivia_sections_from_December_2016","2016-12-06 14:13:33","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_with_unsourced_statements_from_February_2007","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Articles_with_unsourced_statements_from_November_2013","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","British_novels_adapted_into_films","2016-08-19 05:18:17","Poirot, Hercule","uca-default-u-kn","page"
"1000","British_novels_adapted_into_plays","2016-08-31 19:42:41","Poirot, Hercule","uca-default-u-kn","page"
"1000","Characters_in_British_novels_of_the_20th_century","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Commons_category_with_local_link_different_than_on_Wikidata","2015-07-28 13:21:08","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_Belgian_people","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_Belgian_police_officers","2017-02-24 03:10:58","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_characters_introduced_in_1920","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_contract_bridge_players","2016-07-16 22:49:08","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_criminologists","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_dandies","2015-10-05 11:35:54","Poirot, Hercule","uca-default-u-kn","page"
"1000","Fictional_private_investigators","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
"1000","Hercule_Poirot","2015-05-20 19:14:47"," ","uca-default-u-kn","page"
"1000","Hercule_Poirot_characters","2015-05-20 19:14:47","Poirot, Hercule","uca-default-u-kn","page"
